dataset_number,physics_short,e-tag,crossSection_pb,genFiltEff,kFactor,nEvents,totalWeight,scaledWeight,process,generator,keywords,description,job_path,,,,,,,,,,,,,,,,,,,scaledWeights = crossSection_pb*
364161,Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV70_140_BFilter,e5340,944.96,8.44E-02,0.9702,19639000,7990084.359,3.15E+01,"pp>W, W>muv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, ptV) < 140 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364161.Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV70_140_BFilter.py,,,,,,,,,,,,,,,,,,,
364162,Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV140_280_CVetoBVeto,e5340,339.71,5.96E-01,0.9702,9882000,6155495.285,1.22E+02,"pp>W, W>muv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, ptV) < 280 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364162.Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV140_280_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364163,Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV140_280_CFilterBVeto,e5340,339.8,2.93E-01,0.9702,7408000,5260811.175,6.86E+01,"pp>W, W>muv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, ptV) < 280 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364163.Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV140_280_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364164,Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV140_280_BFilter,e5340,339.67,1.09E-01,0.9702,24585000,18222434.08,2.66E+01,"pp>W, W>muv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, ptV) < 280 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364164.Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV140_280_BFilter.py,,,,,,,,,,,,,,,,,,,
364165,Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV280_500_CVetoBVeto,e5340,72.08,5.48E-01,0.9702,4940000,4325283.674,3.36E+01,"pp>W, W>muv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, ptV) < 500 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364165.Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV280_500_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364166,Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV280_500_CFilterBVeto,e5340,72.109,3.20E-01,0.9702,2958000,2783968.682,2.11E+01,"pp>W, W>muv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, ptV) < 500 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364166.Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV280_500_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364167,Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV280_500_BFilter,e5340,72.063,1.31E-01,0.9702,2919500,2797023.38,8.77E+00,"pp>W, W>muv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, ptV) < 500 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364167.Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV280_500_BFilter.py,,,,,,,,,,,,,,,,,,,
364168,Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV500_1000,e5340,15.01,1.00E+00,0.9702,5910500,5941704.992,1.46E+01,"pp>W, W>muv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4j@LO with 500 GeV < max(HT, ptV) < 1000 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364168.Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV500_1000.py,,,,,,,,,,,,,,,,,,,
364169,Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV1000_E_CMS,e5340,1.2347,1.00E+00,0.9702,3959000,4068015.224,1.23E+00,"pp>W, W>muv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4j@LO with 1000 GeV < max(HT, ptV) < E_CMS GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364169.Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV1000_E_CMS.py,,,,,,,,,,,,,,,,,,,
364170,Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV0_70_CVetoBVeto,e5340,19156,8.25E-01,0.9702,24740000,16615214.86,1.03E+04,"pp>W, W>ev",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, ptV) < 70 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364170.Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV0_70_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364171,Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV0_70_CFilterBVeto,e5340,19145,1.30E-01,0.9702,9853500,5647044.712,1.38E+03,"pp>W, W>ev",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, ptV) < 70 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364171.Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV0_70_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364172,Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV0_70_BFilter,e5340,19143,4.41E-02,0.9702,17242400,10407897.88,4.94E+02,"pp>W, W>ev",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, ptV) < 70 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364172.Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV0_70_BFilter.py,,,,,,,,,,,,,,,,,,,
364173,Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV70_140_CVetoBVeto,e5340,945.69,6.75E-01,0.9702,14660500,5359689.223,2.26E+02,"pp>W, W>ev",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, ptV) < 140 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364173.Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV70_140_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364174,Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV70_140_CFilterBVeto,e5340,946.08,2.48E-01,0.9702,9818400,3714792.419,8.61E+01,"pp>W, W>ev",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, ptV) < 140 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364174.Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV70_140_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364175,Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV70_140_BFilter,e5340,945.63,8.34E-02,0.9702,5401900,2194437.53,3.11E+01,"pp>W, W>ev",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, ptV) < 140 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364175.Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV70_140_BFilter.py,,,,,,,,,,,,,,,,,,,
364176,Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV140_280_CVetoBVeto,e5340,339.79,5.97E-01,0.9702,9879000,6159276.028,1.23E+02,"pp>W, W>ev",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, ptV) < 280 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364176.Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV140_280_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364177,Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV140_280_CFilterBVeto,e5340,339.8,2.88E-01,0.9702,7360000,5227943.445,6.74E+01,"pp>W, W>ev",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, ptV) < 280 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364177.Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV140_280_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364178,Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV140_280_BFilter,e5340,339.69,1.11E-01,0.9702,24677800,18298138.58,2.71E+01,"pp>W, W>ev",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, ptV) < 280 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364178.Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV140_280_BFilter.py,,,,,,,,,,,,,,,,,,,
364179,Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV280_500_CVetoBVeto,e5340,72.073,5.49E-01,0.9702,4923800,4312357.015,3.36E+01,"pp>W, W>ev",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, ptV) < 500 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364179.Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV280_500_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364180,Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV280_500_CFilterBVeto,e5340,72.104,2.76E-01,0.9702,2963400,2778654.288,1.81E+01,"pp>W, W>ev",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, ptV) < 500 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364180.Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV280_500_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364181,Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV280_500_BFilter,e5340,72.077,1.39E-01,0.9702,2958000,2835314.682,9.32E+00,"pp>W, W>ev",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, ptV) < 500 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364181.Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV280_500_BFilter.py,,,,,,,,,,,,,,,,,,,
364182,Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV500_1000,e5340,15.05,1.00E+00,0.9702,5911800,5998269.595,1.48E+01,"pp>W, W>ev",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4j@LO with 500 GeV < max(HT, ptV) < 1000 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364182.Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV500_1000.py,,,,,,,,,,,,,,,,,,,
364183,Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV1000_E_CMS,e5340,1.2344,1.00E+00,0.9702,3947000,4075236.239,1.24E+00,"pp>W, W>ev",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'electron', 'jets']","Sherpa W+/W- -> e nu + 0,1,2j@NLO + 3,4j@LO with 1000 GeV < max(HT, ptV) < E_CMS GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364183.Sherpa_221_NNPDF30NNLO_Wenu_MAXHTPTV1000_E_CMS.py,,,,,,,,,,,,,,,,,,,
364184,Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV0_70_CVetoBVeto,e5340,19155,8.24E-01,0.9702,24784000,16726425.02,1.03E+04,"pp>W, W>tauv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, ptV) < 70 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364184.Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV0_70_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364185,Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV0_70_CFilterBVeto,e5340,19154,1.30E-01,0.9702,9865600,5671521.553,1.39E+03,"pp>W, W>tauv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, ptV) < 70 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364185.Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV0_70_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364186,Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV0_70_BFilter,e5340,19147,4.48E-02,0.9702,17273200,10498770.11,5.06E+02,"pp>W, W>tauv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, ptV) < 70 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364186.Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV0_70_BFilter.py,,,,,,,,,,,,,,,,,,,
364187,Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV70_140_CVetoBVeto,e5340,946.09,6.81E-01,0.9702,14808500,5427023.475,2.29E+02,"pp>W, W>tauv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, ptV) < 140 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364187.Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV70_140_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364188,Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV70_140_CFilterBVeto,e5340,946.61,2.40E-01,0.9702,9270000,3494336.031,8.31E+01,"pp>W, W>tauv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, ptV) < 140 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364188.Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV70_140_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364189,Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV70_140_BFilter,e5340,945.87,8.39E-02,0.9702,9857000,3969118.207,3.10E+01,"pp>W, W>tauv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, ptV) < 140 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364189.Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV70_140_BFilter.py,,,,,,,,,,,,,,,,,,,
364190,Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV140_280_CVetoBVeto,e5340,339.69,5.99E-01,0.9702,9899000,6166514.766,1.23E+02,"pp>W, W>tauv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, ptV) < 280 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364190.Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV140_280_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364191,Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV140_280_CFilterBVeto,e5340,339.84,2.85E-01,0.9702,7405000,5248104.985,6.66E+01,"pp>W, W>tauv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, ptV) < 280 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364191.Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV140_280_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364192,Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV140_280_BFilter,e5340,339.6,1.11E-01,0.9702,24819900,18407605.76,2.71E+01,"pp>W, W>tauv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, ptV) < 280 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364192.Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV140_280_BFilter.py,,,,,,,,,,,,,,,,,,,
364193,Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV280_500_CVetoBVeto,e5340,72.078,5.62E-01,0.9702,4931200,4322848.67,3.45E+01,"pp>W, W>tauv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, ptV) < 500 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364193.Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV280_500_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364194,Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV280_500_CFilterBVeto,e5340,71.99,3.19E-01,0.9702,2956400,2772305.069,2.09E+01,"pp>W, W>tauv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, ptV) < 500 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364194.Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV280_500_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364195,Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV280_500_BFilter,e5340,71.944,1.36E-01,0.9702,2954100,2830341.623,9.10E+00,"pp>W, W>tauv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, ptV) < 500 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364195.Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV280_500_BFilter.py,,,,,,,,,,,,,,,,,,,
364196,Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV500_1000,e5340,15.053,1.00E+00,0.9702,5945000,5983038.947,1.47E+01,"pp>W, W>tauv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4j@LO with 500 GeV < max(HT, ptV) < 1000 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364196.Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV500_1000.py,,,,,,,,,,,,,,,,,,,
364197,Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV1000_E_CMS,e5340,1.2343,1.00E+00,0.9702,3946000,4057477.953,1.23E+00,"pp>W, W>tauv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'tau']","Sherpa W+/W- -> tau nu + 0,1,2j@NLO + 3,4j@LO with 1000 GeV < max(HT, ptV) < E_CMS GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364197.Sherpa_221_NNPDF30NNLO_Wtaunu_MAXHTPTV1000_E_CMS.py,,,,,,,,,,,,,,,,,,,
364250,Sherpa_222_NNPDF30NNLO_llll,e5894,1.2516,1.00E+00,1,,,#DIV/0!,pp>llll,Sherpa(v2.2.2),"['4lepton', 'NLO', 'SM', 'diboson', 'jets']","4 charged leptons with 0,1j@NLO + 2,3j@LO and mll>4 GeV, pTl1>5 GeV, pTl2>5 GeV.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364250.Sherpa_222_NNPDF30NNLO_llll.py,,,,,,,,,,,,,,,,,,,
370114,MGPy8EG_A14N_GG_ttn1_1200_5000_1,e4049,0.057037,1.00E+00,1,100000,101591.3477,5.79E-02,"pp>gluino gluino, gluino>tt neutralino",MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0),"['boosted', 'gluino', 'neutralino', 'simplifiedmodel', 'susy', 'top']","SUSY Gluino (1200 GeV), decaying to tt neutralino1 (1 GeV)",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID370xxx/MC15.370114.MGPy8EG_A14N_GG_ttn1_1200_5000_1.py,,,,,,,,,,,,,,,,,,,
370118,MGPy8EG_A14N_GG_ttn1_1200_5000_600,e4049,0.057002,1.00E+00,1,100000,101591.2823,5.79E-02,"pp>gluino gluino, gluino>tt neutralino",MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0),"['boosted', 'gluino', 'neutralino', 'simplifiedmodel', 'susy', 'top']","SUSY Gluino (1200 GeV), decaying to tt neutralino1 (600 GeV)",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID370xxx/MC15.370118.MGPy8EG_A14N_GG_ttn1_1200_5000_600.py,,,,,,,,,,,,,,,,,,,
370129,MGPy8EG_A14N_GG_ttn1_1400_5000_1,e4049,0.015756,1.00E+00,1,100000,101197.8308,1.59E-02,"pp>gluino gluino, gluino>tt neutralino",MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0),"['boosted', 'gluino', 'neutralino', 'simplifiedmodel', 'susy', 'top']","SUSY Gluino (1400 GeV), decaying to tt neutralino1 (1 GeV)",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID370xxx/MC15.370129.MGPy8EG_A14N_GG_ttn1_1400_5000_1.py,,,,,,,,,,,,,,,,,,,
370144,MGPy8EG_A14N_GG_ttn1_1600_5000_1,e4049,0.0047468,1.00E+00,1,199000,201048.1364,4.80E-03,"pp>gluino gluino, gluino>tt neutralino",MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0),"['boosted', 'gluino', 'neutralino', 'simplifiedmodel', 'susy', 'top']","SUSY Gluino (1600 GeV), decaying to tt neutralino1 (1 GeV)",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID370xxx/MC15.370144.MGPy8EG_A14N_GG_ttn1_1600_5000_1.py,,,,,,,,,,,,,,,,,,,
