dataset_number,physics_short,e-tag,crossSection_pb,genFiltEff,kFactor,nEvents,totalWeight,scaledWeight,process,generator,keywords,description,job_path,,,,,,,,,,,,,,,,,,,scaledWeights = crossSection_pb*
364106,Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV140_280_CVetoBVeto,e5271,39.87,5.99E-01,0.9751,4943000,2940060.231,1.39E+01,"pp>Z, Z>mumu",Sherpa(v2.2.1),"['2muon', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> mu mu + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, pTV) < 280 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364106.Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV140_280_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364107,Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV140_280_CFilterBVeto,e5271,39.857,2.34E-01,0.9751,2954400,1961708.956,6.04E+00,"pp>Z, Z>mumu",Sherpa(v2.2.1),"['2muon', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> mu mu + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, pTV) < 280 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364107.Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV140_280_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364108,Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV140_280_BFilter,e5271,39.888,1.55E-01,0.9751,12339300,8563701.73,4.18E+00,"pp>Z, Z>mumu",Sherpa(v2.2.1),"['2muon', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> mu mu + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, pTV) < 280 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364108.Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV140_280_BFilter.py,,,,,,,,,,,,,,,,,,,
364109,Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV280_500_CVetoBVeto,e5271,8.5251,5.60E-01,0.9751,1973000,1705022.004,4.02E+00,"pp>Z, Z>mumu",Sherpa(v2.2.1),"['2muon', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> mu mu + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, pTV) < 500 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364109.Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV280_500_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364110,Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV280_500_CFilterBVeto,e5271,8.5259,2.66E-01,0.9751,986000,906361.0478,2.03E+00,"pp>Z, Z>mumu",Sherpa(v2.2.1),"['2muon', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> mu mu + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, pTV) < 500 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364110.Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV280_500_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364111,Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV280_500_BFilter,e5271,8.5296,1.75E-01,0.9751,1971400,1854208.836,1.37E+00,"pp>Z, Z>mumu",Sherpa(v2.2.1),"['2muon', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> mu mu + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, pTV) < 500 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364111.Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV280_500_BFilter.py,,,,,,,,,,,,,,,,,,,
364112,Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV500_1000,e5271,1.7871,1.00E+00,0.9751,1,2944710.978,5.13E+06,"pp>Z, Z>mumu",Sherpa(v2.2.1),"['2muon', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> mu mu + 0,1,2j@NLO + 3,4j@LO with 500 GeV < max(HT, pTV) < 1000 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364112.Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV500_1000.py,,,,,,,,,,,,,,,,,,,
364113,Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV1000_E_CMS,e5271,0.14761,1.00E+00,0.9751,988000,1007977.73,1.47E-01,"pp>Z, Z>mumu",Sherpa(v2.2.1),"['2muon', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> mu mu + 0,1,2j@NLO + 3,4j@LO with 1000 GeV < max(HT, pTV) < E_CMS GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364113.Sherpa_221_NNPDF30NNLO_Zmumu_MAXHTPTV1000_E_CMS.py,,,,,,,,,,,,,,,,,,,
364114,Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV0_70_CVetoBVeto,e5299,1981.6,8.21E-01,0.9751,6850000,5307644.528,1.23E+03,"pp>Z, Z>ee",Sherpa(v2.2.1),"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, pTV) < 70 GeV with light jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364114.Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV0_70_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364115,Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV0_70_CFilterBVeto,e5299,1981.7,1.14E-01,0.9751,4940500,2839137.816,1.27E+02,"pp>Z, Z>ee",Sherpa(v2.2.1),"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, pTV) < 70 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364115.Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV0_70_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364116,Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV0_70_BFilter,e5299,1982,6.58E-02,0.9751,7883600,4053053.528,6.54E+01,"pp>Z, Z>ee",Sherpa(v2.2.1),"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, pTV) < 70 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364116.Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV0_70_BFilter.py,,,,,,,,,,,,,,,,,,,
364117,Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV70_140_CVetoBVeto,e5299,110.64,6.93E-01,0.9751,5925000,2164248.988,2.73E+01,"pp>Z, Z>ee",Sherpa(v2.2.1),"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, pTV) < 140 GeV with light jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364117.Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV70_140_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364118,Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV70_140_CFilterBVeto,e5299,110.5,1.91E-01,0.9751,1972600,715162.0897,7.46E+00,"pp>Z, Z>ee",Sherpa(v2.2.1),"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, pTV) < 140 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364118.Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV70_140_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364119,Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV70_140_BFilter,e5299,110.46,1.15E-01,0.9751,1,2043192.283,2.53E+07,"pp>Z, Z>ee",Sherpa(v2.2.1),"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, pTV) < 140 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364119.Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV70_140_BFilter.py,,,,,,,,,,,,,,,,,,,
364120,Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV140_280_CVetoBVeto,e5299,40.645,6.16E-01,0.9751,4949000,2966342.615,1.46E+01,"pp>Z, Z>ee",Sherpa(v2.2.1),"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, pTV) < 280 GeV with light jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364120.Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV140_280_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364121,Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV140_280_CFilterBVeto,e5299,40.671,2.32E-01,0.9751,2962600,1976624.576,6.14E+00,"pp>Z, Z>ee",Sherpa(v2.2.1),"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, pTV) < 280 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364121.Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV140_280_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364122,Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV140_280_BFilter,e5299,40.675,1.52E-01,0.9751,4800000,3338606.002,4.19E+00,"pp>Z, Z>ee",Sherpa(v2.2.1),"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, pTV) < 280 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364122.Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV140_280_BFilter.py,,,,,,,,,,,,,,,,,,,
364123,Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV280_500_CVetoBVeto,e5299,8.6703,5.63E-01,0.9751,1932800,1665734.235,4.10E+00,"pp>Z, Z>ee",Sherpa(v2.2.1),"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, pTV) < 500 GeV with light jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364123.Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV280_500_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364124,Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV280_500_CFilterBVeto,e5299,8.6668,2.65E-01,0.9751,988900,908261.498,2.06E+00,"pp>Z, Z>ee",Sherpa(v2.2.1),"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, pTV) < 500 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364124.Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV280_500_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364125,Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV280_500_BFilter,e5299,8.6799,1.76E-01,0.9751,1976850,1854184.556,1.40E+00,"pp>Z, Z>ee",Sherpa(v2.2.1),"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, pTV) < 500 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364125.Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV280_500_BFilter.py,,,,,,,,,,,,,,,,,,,
364126,Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV500_1000,e5299,1.8087,1.00E+00,0.9751,2973000,2942740.914,1.75E+00,"pp>Z, Z>ee",Sherpa(v2.2.1),"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4j@LO with 500 GeV < max(HT, pTV) < 1000 GeV.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364126.Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV500_1000.py,,,,,,,,,,,,,,,,,,,
364127,Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV1000_E_CMS,e5299,0.14875,1.00E+00,0.9751,988000,1004312.18,1.47E-01,"pp>Z, Z>ee",Sherpa(v2.2.1),"['2electron', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> e e + 0,1,2j@NLO + 3,4j@LO with 1000 GeV < max(HT, pTV) < E_CMS GeV.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364127.Sherpa_221_NNPDF30NNLO_Zee_MAXHTPTV1000_E_CMS.py,,,,,,,,,,,,,,,,,,,
364128,Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV0_70_CVetoBVeto,e5307,1982.1,8.21E-01,0.9751,7907000,5322698.335,1.07E+03,"pp>Z, Z>tautau",Sherpa(v2.2.1),"['2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, pTV) < 70 GeV with light jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364128.Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV0_70_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364129,Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV0_70_CFilterBVeto,e5307,1981.7,1.10E-01,0.9751,4941000,2848153.018,1.23E+02,"pp>Z, Z>tautau",Sherpa(v2.2.1),"['2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, pTV) < 70 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364129.Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV0_70_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364130,Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV0_70_BFilter,e5307,1981.9,6.58E-02,0.9751,7890600,4060541.521,6.54E+01,"pp>Z, Z>tautau",Sherpa(v2.2.1),"['2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, pTV) < 70 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364130.Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV0_70_BFilter.py,,,,,,,,,,,,,,,,,,,
364131,Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV70_140_CVetoBVeto,e5307,110.7,6.93E-01,0.9751,5935500,2168444.607,2.73E+01,"pp>Z, Z>tautau",Sherpa(v2.2.1),"['2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, pTV) < 140 GeV with light jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364131.Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV70_140_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364132,Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV70_140_CFilterBVeto,e5307,110.46,1.89E-01,0.9751,1961200,717613.9965,7.45E+00,"pp>Z, Z>tautau",Sherpa(v2.2.1),"['2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, pTV) < 140 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364132.Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV70_140_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364133,Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV70_140_BFilter,e5307,110.7,1.18E-01,0.9751,5912550,2071490.998,4.46E+00,"pp>Z, Z>tautau",Sherpa(v2.2.1),"['2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, pTV) < 140 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364133.Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV70_140_BFilter.py,,,,,,,,,,,,,,,,,,,
364134,Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV140_280_CVetoBVeto,e5307,40.756,6.17E-01,0.9751,4296000,2574043.575,1.47E+01,"pp>Z, Z>tautau",Sherpa(v2.2.1),"['2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, pTV) < 280 GeV with light jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364134.Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV140_280_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364135,Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV140_280_CFilterBVeto,e5307,40.713,2.34E-01,0.9751,2973000,1983172.646,6.20E+00,"pp>Z, Z>tautau",Sherpa(v2.2.1),"['2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, pTV) < 280 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364135.Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV140_280_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364136,Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV140_280_BFilter,e5307,40.741,1.56E-01,0.9751,4932950,3430451.227,4.31E+00,"pp>Z, Z>tautau",Sherpa(v2.2.1),"['2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4j@LO with 140 GeV < max(HT, pTV) < 280 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364136.Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV140_280_BFilter.py,,,,,,,,,,,,,,,,,,,
364137,Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV280_500_CVetoBVeto,e5307,8.6726,5.64E-01,0.9751,1973000,1656090.745,4.00E+00,"pp>Z, Z>tautau",Sherpa(v2.2.1),"['2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, pTV) < 500 GeV with light jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364137.Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV280_500_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364138,Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV280_500_CFilterBVeto,e5313,8.6745,2.64E-01,0.9751,986000,905387.2062,2.05E+00,"pp>Z, Z>tautau",Sherpa(v2.2.1),"['2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, pTV) < 500 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364138.Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV280_500_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364139,Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV280_500_BFilter,e5313,8.6792,1.76E-01,0.9751,1974950,1853029.97,1.40E+00,"pp>Z, Z>tautau",Sherpa(v2.2.1),"['2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4j@LO with 280 GeV < max(HT, pTV) < 500 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364139.Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV280_500_BFilter.py,,,,,,,,,,,,,,,,,,,
364140,Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV500_1000,e5307,1.8081,1.00E+00,0.9751,2944800,2923750.219,1.75E+00,"pp>Z, Z>tautau",Sherpa(v2.2.1),"['2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4j@LO with 500 GeV < max(HT, pTV) < 1000 GeV.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364140.Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV500_1000.py,,,,,,,,,,,,,,,,,,,
364141,Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV1000_E_CMS,e5307,0.14824,1.00E+00,0.9751,980000,997974.8389,1.47E-01,"pp>Z, Z>tautau",Sherpa(v2.2.1),"['2tau', 'NLO', 'SM', 'Z', 'jets']","Sherpa Z/gamma* -> tau tau + 0,1,2j@NLO + 3,4j@LO with 1000 GeV < max(HT, pTV) < E_CMS GeV.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364141.Sherpa_221_NNPDF30NNLO_Ztautau_MAXHTPTV1000_E_CMS.py,,,,,,,,,,,,,,,,,,,
364156,Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV0_70_CVetoBVeto,e5340,19151,8.25E-01,0.9702,24723000,16619290.33,1.03E+04,"pp>W, W>muv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, ptV) < 70 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364156.Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV0_70_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364157,Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV0_70_CFilterBVeto,e5340,19145,1.30E-01,0.9702,9847000,5643599.115,1.38E+03,"pp>W, W>muv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, ptV) < 70 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364157.Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV0_70_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
364158,Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV0_70_BFilter,e5340,19143,4.52E-02,0.9702,17226200,10403012.66,5.07E+02,"pp>W, W>muv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4j@LO with 0 GeV < max(HT, ptV) < 70 GeV with b-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364158.Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV0_70_BFilter.py,,,,,,,,,,,,,,,,,,,
364159,Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV70_140_CVetoBVeto,e5340,945.99,6.74E-01,0.9702,14788000,5418398.881,2.27E+02,"pp>W, W>muv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, ptV) < 140 GeV with light-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364159.Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV70_140_CVetoBVeto.py,,,,,,,,,,,,,,,,,,,
364160,Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV70_140_CFilterBVeto,e5340,946.08,2.37E-01,0.9702,9853800,3693885.79,8.15E+01,"pp>W, W>muv",Sherpa(v2.2.1),"['NLO', 'SM', 'W', 'jets', 'muon']","Sherpa W+/W- -> mu nu + 0,1,2j@NLO + 3,4j@LO with 70 GeV < max(HT, ptV) < 140 GeV with c-jet filter.",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID364xxx/MC15.364160.Sherpa_221_NNPDF30NNLO_Wmunu_MAXHTPTV70_140_CFilterBVeto.py,,,,,,,,,,,,,,,,,,,
